DATE,STATION,NAME,PRCP,SNOW,SNWD,TMAX,TMIN,TARGET
2005-01-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.31,3.8,4.0,39.0,28.0,46.0
2005-02-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,46.0,20.0,44.0
2005-02-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,44.0,21.0,52.0
2005-02-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,52.0,23.0,59.0
2005-02-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,59.0,26.0,57.0
2005-02-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,57.0,32.0,62.0
2005-02-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,31.0,40.0
2005-02-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,40.0,26.0,36.0
2005-02-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,36.0,27.0,40.0
2005-02-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,40.0,19.0,50.0
2005-02-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,17.0,58.0
2005-02-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,19.0,57.0
2005-02-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,57.0,33.0,59.0
2005-02-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,59.0,36.0,63.0
2005-02-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,63.0,25.0,66.0
2005-02-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,66.0,29.0,34.0
2005-02-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.5,1.0,34.0,25.0,33.0
2005-02-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,33.0,19.0,55.0
2005-02-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,55.0,19.0,43.0
2005-02-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,43.0,25.0,63.0
2005-02-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,63.0,32.0,62.0
2005-02-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,21.0,60.0
2005-02-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,60.0,31.0,47.0
2005-02-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,47.0,22.0,48.0
2005-02-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,26.0,48.0
2005-02-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,27.0,52.0
2005-02-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,52.0,26.0,54.0
2005-02-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,54.0,26.0,47.0
2005-02-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,47.0,22.0,48.0
2005-04-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,26.0,48.0
2005-04-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,35.0,70.0
2005-04-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,70.0,38.0,79.0
2005-04-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,79.0,32.0,76.0
2005-04-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,76.0,42.0,57.0
2005-04-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.0,0.0,57.0,35.0,66.0
2005-04-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,66.0,34.0,79.0
2005-04-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,79.0,35.0,68.0
2005-04-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,68.0,44.0,63.0
2005-04-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.18,1.4,1.0,63.0,27.0,34.0
2005-04-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.97,7.8,8.0,34.0,29.0,56.0
2005-04-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,56.0,30.0,62.0
2005-04-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,62.0,31.0,70.0
2005-04-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,70.0,35.0,79.0
2005-04-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,79.0,42.0,67.0
2005-04-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,67.0,38.0,66.0
2005-04-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,66.0,44.0,78.0
2005-04-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,78.0,36.0,83.0
2005-04-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,83.0,45.0,70.0
2005-04-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,70.0,42.0,53.0
2005-04-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.34,0.0,0.0,53.0,36.0,65.0
2005-04-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,34.0,58.0
2005-04-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,41.0,66.0
2005-04-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,66.0,42.0,53.0
2005-04-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.58,0.0,0.0,53.0,38.0,56.0
2005-04-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.22,0.0,0.0,56.0,34.0,66.0
2005-04-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,66.0,35.0,68.0
2005-04-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.33,0.0,0.0,68.0,32.0,39.0
2005-04-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.18,0.3,0.0,39.0,26.0,32.0
2005-04-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,32.0,28.0,44.0
2005-05-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,44.0,32.0,42.0
2005-05-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.0,0.0,42.0,26.0,55.0
2005-05-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,55.0,32.0,64.0
2005-05-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,64.0,36.0,73.0
2005-05-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,73.0,43.0,80.0
2005-05-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,49.0,80.0
2005-05-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,45.0,65.0
2005-05-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,65.0,42.0,72.0
2005-05-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,72.0,43.0,81.0
2005-05-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,81.0,47.0,85.0
2005-05-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.12,0.0,0.0,85.0,46.0,56.0
2005-05-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.17,0.0,0.0,56.0,35.0,62.0
2005-05-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,39.0,64.0
2005-05-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,64.0,42.0,68.0
2005-05-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,68.0,48.0,80.0
2005-05-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,43.0,87.0
2005-05-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,57.0,83.0
2005-05-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,83.0,50.0,84.0
2005-05-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,52.0,90.0
2005-05-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,56.0,91.0
2005-05-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,58.0,91.0
2005-05-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,65.0,94.0
2005-05-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,58.0,93.0
2005-05-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.08,0.0,0.0,93.0,56.0,87.0
2005-05-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,48.0,72.0
2005-05-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,72.0,48.0,71.0
2005-05-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,71.0,48.0,74.0
2005-05-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,74.0,51.0,74.0
2005-05-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,74.0,49.0,64.0
2005-05-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.19,0.0,0.0,64.0,48.0,63.0
2005-05-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.12,0.0,0.0,63.0,45.0,77.0
2005-06-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,77.0,45.0,88.0
2005-06-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,55.0,77.0
2005-06-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.17,0.0,0.0,77.0,52.0,72.0
2005-06-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.71,0.0,0.0,72.0,48.0,62.0
2005-06-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.5,0.0,0.0,62.0,48.0,82.0
2005-06-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,82.0,44.0,90.0
2005-06-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,52.0,84.0
2005-06-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,50.0,83.0
2005-06-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,83.0,51.0,75.0
2005-06-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.21,0.0,0.0,75.0,51.0,60.0
2005-06-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.36,0.0,0.0,60.0,42.0,72.0
2005-06-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.39,0.0,0.0,72.0,45.0,67.0
2005-06-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.06,0.0,0.0,67.0,45.0,78.0
2005-06-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,78.0,46.0,83.0
2005-06-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,83.0,52.0,90.0
2005-06-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,56.0,90.0
2005-06-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,58.0,94.0
2005-06-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,59.0,92.0
2005-06-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,62.0,96.0
2005-06-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,96.0,61.0,95.0
2005-06-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.14,0.0,0.0,95.0,66.0,95.0
2005-06-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,95.0,61.0,95.0
2005-06-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,95.0,63.0,93.0
2005-06-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.05,0.0,0.0,93.0,60.0,82.0
2005-06-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,82.0,61.0,84.0
2005-06-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,60.0,92.0
2005-06-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,92.0,55.0,95.0
2005-06-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,95.0,58.0,94.0
2005-06-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,58.0,92.0
2005-06-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,57.0,92.0
2005-07-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,58.0,92.0
2005-07-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,63.0,92.0
2005-07-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,62.0,92.0
2005-07-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.0,0.0,92.0,53.0,90.0
2005-07-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,90.0,56.0,91.0
2005-07-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,58.0,97.0
2005-07-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,97.0,61.0,102.0
2005-07-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,102.0,66.0,98.0
2005-07-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,65.0,98.0
2005-07-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,62.0,94.0
2005-07-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,62.0,96.0
2005-07-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,96.0,64.0,96.0
2005-07-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,96.0,63.0,99.0
2005-07-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,99.0,64.0,99.0
2005-07-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,99.0,67.0,97.0
2005-07-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,97.0,64.0,98.0
2005-07-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,64.0,90.0
2005-07-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,62.0,92.0
2005-07-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,63.0,103.0
2005-07-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,103.0,67.0,108.0
2005-07-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,108.0,70.0,106.0
2005-07-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,106.0,68.0,104.0
2005-07-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,104.0,72.0,101.0
2005-07-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,101.0,67.0,95.0
2005-07-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.46,0.0,0.0,95.0,64.0,90.0
2005-07-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.24,0.0,0.0,90.0,58.0,71.0
2005-07-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,71.0,56.0,89.0
2005-07-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,57.0,96.0
2005-07-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,96.0,63.0,99.0
2005-07-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,99.0,75.0,102.0
2005-07-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,102.0,62.0,95.0
2005-08-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,95.0,63.0,96.0
2005-08-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,96.0,64.0,99.0
2005-08-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,99.0,67.0,93.0
2005-08-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",1.54,0.0,0.0,93.0,56.0,64.0
2005-08-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.67,0.0,0.0,64.0,56.0,81.0
2005-08-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,81.0,58.0,88.0
2005-08-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,60.0,93.0
2005-08-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,93.0,57.0,97.0
2005-08-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,97.0,62.0,90.0
2005-08-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.0,0.0,90.0,64.0,90.0
2005-08-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,63.0,86.0
2005-08-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,60.0,80.0
2005-08-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,56.0,65.0
2005-08-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.0,0.0,65.0,54.0,78.0
2005-08-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,78.0,52.0,89.0
2005-08-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,54.0,87.0
2005-08-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,87.0,54.0,92.0
2005-08-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,55.0,92.0
2005-08-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,56.0,86.0
2005-08-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,59.0,82.0
2005-08-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,82.0,58.0,89.0
2005-08-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,55.0,86.0
2005-08-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,55.0,89.0
2005-08-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.42,0.0,0.0,89.0,54.0,93.0
2005-08-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,93.0,56.0,92.0
2005-08-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,92.0,57.0,90.0
2005-08-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,60.0,88.0
2005-08-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,56.0,91.0
2005-08-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,53.0,94.0
2005-08-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,58.0,98.0
2005-08-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,51.0,77.0
2005-09-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,77.0,49.0,87.0
2005-09-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,51.0,92.0
2005-09-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,56.0,95.0
2005-09-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,95.0,58.0,92.0
2005-09-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,60.0,94.0
2005-09-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,94.0,58.0,80.0
2005-09-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,80.0,56.0,92.0
2005-09-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,56.0,91.0
2005-09-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,60.0,90.0
2005-09-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,65.0,86.0
2005-09-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,60.0,92.0
2005-09-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,54.0,89.0
2005-09-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,51.0,73.0
2005-09-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,73.0,49.0,78.0
2005-09-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.23,0.0,0.0,78.0,43.0,80.0
2005-09-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,44.0,85.0
2005-09-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,48.0,84.0
2005-09-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,50.0,84.0
2005-09-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,46.0,86.0
2005-09-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,49.0,92.0
2005-09-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,50.0,85.0
2005-09-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,85.0,56.0,70.0
2005-09-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,70.0,47.0,82.0
2005-09-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,82.0,51.0,70.0
2005-09-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,70.0,50.0,76.0
2005-09-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,76.0,48.0,83.0
2005-09-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,83.0,49.0,91.0
